u,v,weight,sign,SIP,SIN,SDP,SDN,Uncommon,SIPV,SINV,SDPV,SDNV,UncommonV
3269.0,6800.0,0.0519,P,1,1,6,1,16,1,0,6,0,0
3269.0,8777.0,0.0208,P,1,1,6,1,16,0,0,0,0,0
3269.0,4854.0,0.0456,P,1,1,6,1,16,0,3,3,2,7
3269.0,7258.0,0.014099999999999998,P,1,1,6,1,16,0,0,0,0,0
3269.0,5286.0,0.041299999999999996,P,1,1,6,1,16,7,3,15,2,15
3269.0,240.0,-0.0028,N,1,1,6,1,16,2,0,3,0,2
3269.0,7407.0,-0.0055000000000000005,N,1,1,6,1,16,0,0,0,0,0
3269.0,5064.0,0.0804,P,1,1,6,1,16,2,0,18,0,10
3269.0,8665.0,0.052000000000000005,P,1,1,6,1,16,0,0,0,0,0
5834.0,101.0,0.0551,P,2,0,12,0,4,11,0,58,0,25
5834.0,5229.0,0.0126,P,2,0,12,0,4,1,0,17,1,3
5834.0,4319.0,0.0162,P,2,0,12,0,4,0,0,0,0,0
5834.0,4194.0,0.0108,P,2,0,12,0,4,1,2,1,0,7
5834.0,2583.0,0.0366,P,2,0,12,0,4,0,4,13,1,5
5834.0,4468.0,0.0301,P,2,0,12,0,4,0,0,1,0,2
5834.0,3976.0,0.0038000000000000004,P,2,0,12,0,4,2,0,24,0,6
5834.0,3799.0,0.0339,P,2,0,12,0,4,1,0,7,0,10
5834.0,6420.0,0.025500000000000002,P,2,0,12,0,4,0,0,0,0,2
5834.0,8232.0,0.0091,P,2,0,12,0,4,0,0,0,0,0
5834.0,8148.0,0.0288,P,2,0,12,0,4,0,0,0,0,0
5834.0,4075.0,0.011199999999999998,P,2,0,12,0,4,1,0,15,0,16
5834.0,2547.0,0.020499999999999997,P,2,0,12,0,4,0,2,7,0,5
5834.0,5467.0,-0.017599999999999998,N,2,0,12,0,4,1,0,0,0,1
5834.0,5845.0,0.006599999999999997,P,2,0,12,0,4,5,3,11,2,11
8720.0,1445.0,0.013900000000000001,P,0,0,1,0,0,4,0,5,0,1
7134.0,6960.0,0.0351,P,0,0,0,0,2,3,0,23,0,20
7134.0,7125.0,0.0351,P,0,0,0,0,2,0,0,4,0,2
6801.0,6968.0,0.0402,P,0,0,7,0,19,0,0,13,0,9
6801.0,7597.0,0.012,P,0,0,7,0,19,0,0,0,0,0
6801.0,7098.0,0.0121,P,0,0,7,0,19,0,0,4,0,6
6801.0,4951.0,0.0039,P,0,0,7,0,19,0,0,0,0,0
6801.0,4386.0,0.0153,P,0,0,7,0,19,0,0,0,0,4
6801.0,7939.0,0.0152,P,0,0,7,0,19,0,0,0,0,1
6801.0,4405.0,0.010400000000000001,P,0,0,7,0,19,1,1,7,1,9
6801.0,7607.0,0.0228,P,0,0,7,0,19,0,0,0,0,1
6801.0,5222.0,0.011600000000000001,P,0,0,7,0,19,1,2,11,0,14
6801.0,6011.0,0.0091,P,0,0,7,0,19,0,0,1,0,5
6801.0,7927.0,0.0227,P,0,0,7,0,19,0,0,0,0,0
6801.0,8808.0,0.013000000000000001,P,0,0,7,0,19,0,0,0,0,2
6801.0,8432.0,-0.0033,N,0,0,7,0,19,0,0,0,0,0
6801.0,3987.0,0.019200000000000002,P,0,0,7,0,19,0,0,1,0,15
6801.0,6796.0,0.00010000000000000009,P,0,0,7,0,19,0,0,0,0,0
6801.0,3006.0,0.0117,P,0,0,7,0,19,0,0,0,0,1
6801.0,721.0,0.0355,P,0,0,7,0,19,6,0,33,2,17
6801.0,5079.0,0.0213,P,0,0,7,0,19,0,2,6,2,1
6801.0,7132.0,0.0319,P,0,0,7,0,19,0,0,3,0,11
6801.0,7134.0,0.028599999999999997,P,0,0,7,0,19,0,0,0,0,2
6801.0,7627.0,0.0288,P,0,0,7,0,19,0,0,0,0,1
6801.0,7131.0,0.013900000000000001,P,0,0,7,0,19,0,0,1,0,2
6801.0,8639.0,0.03,P,0,0,7,0,19,2,0,8,0,13
6801.0,7934.0,0.008900000000000002,P,0,0,7,0,19,0,0,0,0,0
6801.0,8572.0,0.0428,P,0,0,7,0,19,0,0,0,0,0
6801.0,5399.0,0.0235,P,0,0,7,0,19,3,3,30,2,14
5013.0,8812.0,0.02385,P,0,0,1,0,4,0,0,0,0,0
5013.0,8687.0,0.024,P,0,0,1,0,4,0,0,0,0,0
5013.0,297.0,-0.0124,N,0,0,1,0,4,6,5,41,4,23
5013.0,8172.0,0.024,P,0,0,1,0,4,0,0,0,0,1
5013.0,9264.0,-0.046700000000000005,N,0,0,1,0,4,0,0,0,0,1
6152.0,5488.0,0.0403,P,0,0,1,0,8,0,0,15,0,13
6152.0,5194.0,0.0333,P,0,0,1,0,8,0,0,0,0,1
6152.0,4854.0,-0.0184,N,0,0,1,0,8,0,3,3,2,7
6152.0,8742.0,0.0333,P,0,0,1,0,8,1,0,10,0,3
6152.0,6977.0,0.020499999999999997,P,0,0,1,0,8,1,0,0,0,0
6152.0,7125.0,0.055600000000000004,P,0,0,1,0,8,0,0,4,0,2
6152.0,5079.0,0.0333,P,0,0,1,0,8,0,2,6,2,1
6152.0,7428.0,0.0333,P,0,0,1,0,8,0,0,0,0,2
6152.0,9267.0,-0.012,N,0,0,1,0,8,0,0,0,0,0
2186.0,7508.0,0.0882,P,1,0,3,0,15,0,0,4,0,4
2186.0,4867.0,0.036199999999999996,P,1,0,3,0,15,1,1,6,0,11
2186.0,297.0,0.0531,P,1,0,3,0,15,6,5,41,4,23
2186.0,5018.0,0.013600000000000001,P,1,0,3,0,15,4,0,11,0,6
2186.0,5121.0,0.0254,P,1,0,3,0,15,1,0,1,0,8
2186.0,2048.0,0.0086,P,1,0,3,0,15,0,0,0,0,5
2186.0,4894.0,0.0063,P,1,0,3,0,15,5,0,5,0,14
2186.0,3096.0,0.0211,P,1,0,3,0,15,0,0,0,0,0
2186.0,8720.0,0.025500000000000002,P,1,0,3,0,15,0,0,1,0,0
2186.0,208.0,0.071,P,1,0,3,0,15,6,2,26,1,16
2186.0,1809.0,0.0455,P,1,0,3,0,15,7,2,45,3,2
2186.0,903.0,0.018899999999999997,P,1,0,3,0,15,0,0,1,0,1
2186.0,2035.0,0.0178,P,1,0,3,0,15,2,0,3,0,3
2186.0,1243.0,0.0434,P,1,0,3,0,15,14,0,24,0,11
2186.0,6800.0,0.0254,P,1,0,3,0,15,1,0,6,0,0
2186.0,9304.0,0.0421,P,1,0,3,0,15,0,0,0,0,0
2186.0,2972.0,0.0503,P,1,0,3,0,15,0,1,2,1,1
2186.0,6034.0,0.0024,P,1,0,3,0,15,0,0,6,0,12
8870.0,4341.0,0.016,P,0,0,0,0,6,7,0,5,0,26
8870.0,815.0,0.075,P,0,0,0,0,6,0,0,0,0,10
8870.0,5276.0,0.1,P,0,0,0,0,6,0,0,4,0,11
8870.0,7620.0,0.08459999999999998,P,0,0,0,0,6,0,0,2,0,7
8870.0,8721.0,0.0315,P,0,0,0,0,6,0,0,0,0,4
8870.0,4315.0,0.0242,P,0,0,0,0,6,3,2,16,8,25
1052.0,6422.0,0.023799999999999998,P,0,0,4,1,11,3,1,3,1,8
1052.0,9291.0,-0.005200000000000001,N,0,0,4,1,11,0,0,0,0,0
1052.0,721.0,0.010400000000000001,P,0,0,4,1,11,6,0,33,2,17
1052.0,9277.0,-0.011600000000000001,N,0,0,4,1,11,0,0,0,0,0
1052.0,7614.0,0.014299999999999998,P,0,0,4,1,11,0,0,2,0,6
1052.0,7875.0,0.032600000000000004,P,0,0,4,1,11,0,0,0,0,0
1052.0,7810.0,0.0211,P,0,0,4,1,11,0,0,2,0,1
1052.0,5933.0,0.010199999999999999,P,0,0,4,1,11,0,0,3,0,6
1052.0,7152.0,-0.005099999999999999,N,0,0,4,1,11,0,0,1,0,1
1052.0,8956.0,-0.004700000000000001,N,0,0,4,1,11,0,0,0,0,0
1052.0,1048.0,-0.009600000000000001,N,0,0,4,1,11,0,0,0,0,0
1052.0,3142.0,0.0395,P,0,0,4,1,11,0,0,2,0,7
1052.0,8320.0,-0.010699999999999998,N,0,0,4,1,11,0,0,0,0,0
1052.0,9186.0,-0.0172,N,0,0,4,1,11,0,0,0,0,0
1052.0,7265.0,0.0082,P,0,0,4,1,11,1,1,4,1,8
6665.0,6964.0,0.0423,P,4,0,18,0,25,8,3,23,3,11
6665.0,8157.0,0.019700000000000002,P,4,0,18,0,25,0,0,0,0,0
6665.0,5175.0,0.0351,P,4,0,18,0,25,0,0,0,0,0
6665.0,7304.0,0.0494,P,4,0,18,0,25,0,0,0,0,0
6665.0,3269.0,0.020399999999999998,P,4,0,18,0,25,1,1,6,1,16
6665.0,8150.0,0.0034000000000000002,P,4,0,18,0,25,0,0,0,0,0
6665.0,7457.0,0.0494,P,4,0,18,0,25,0,0,0,1,3
6665.0,8226.0,0.0325,P,4,0,18,0,25,0,0,0,0,0
6665.0,550.0,0.0423,P,4,0,18,0,25,5,5,14,1,16
6665.0,7711.0,0.004099999999999998,P,4,0,18,0,25,0,0,4,0,5
6665.0,7835.0,0.0494,P,4,0,18,0,25,3,0,6,1,4
6665.0,7408.0,0.0492,P,4,0,18,0,25,0,2,0,0,1
6665.0,8112.0,0.0494,P,4,0,18,0,25,0,0,0,0,0
6665.0,8285.0,0.025500000000000002,P,4,0,18,0,25,0,0,0,0,2
6665.0,8360.0,0.0494,P,4,0,18,0,25,0,0,0,0,0
6665.0,5265.0,0.0356,P,4,0,18,0,25,1,0,2,0,2
6665.0,5107.0,0.0173,P,4,0,18,0,25,14,5,61,2,41
6665.0,4107.0,0.023100000000000002,P,4,0,18,0,25,4,3,4,1,12
6665.0,9256.0,0.049,P,4,0,18,0,25,0,0,0,0,0
6665.0,4652.0,0.0494,P,4,0,18,0,25,0,0,1,0,3
6665.0,7642.0,0.023100000000000002,P,4,0,18,0,25,0,3,5,0,6
6665.0,4844.0,0.0583,P,4,0,18,0,25,0,0,1,0,2
6665.0,5961.0,0.048299999999999996,P,4,0,18,0,25,0,0,2,0,5
6665.0,7775.0,0.0746,P,4,0,18,0,25,0,0,0,0,1
6665.0,2814.0,0.0162,P,4,0,18,0,25,0,1,1,1,13
6665.0,8788.0,0.0213,P,4,0,18,0,25,0,0,0,0,0
6665.0,6987.0,0.01,P,4,0,18,0,25,1,2,10,0,12
6665.0,2718.0,-0.0329,N,4,0,18,0,25,36,11,181,4,34
6665.0,6699.0,0.041999999999999996,P,4,0,18,0,25,2,2,6,1,19
6665.0,1476.0,0.0361,P,4,0,18,0,25,2,2,11,0,14
6665.0,7960.0,0.0317,P,4,0,18,0,25,0,0,0,0,1
6665.0,8379.0,-0.0099,N,4,0,18,0,25,0,0,0,0,2
6665.0,7295.0,0.0492,P,4,0,18,0,25,0,0,0,0,5
6665.0,8438.0,0.0354,P,4,0,18,0,25,0,3,0,1,0
6665.0,7085.0,0.0492,P,4,0,18,0,25,1,0,3,0,6
6665.0,6004.0,0.0494,P,4,0,18,0,25,0,0,0,0,0
6665.0,8707.0,0.0034000000000000002,P,4,0,18,0,25,0,0,0,0,0
6665.0,3147.0,0.0494,P,4,0,18,0,25,0,0,1,0,1
6665.0,7822.0,0.0746,P,4,0,18,0,25,0,0,0,0,0
6665.0,7448.0,0.0029000000000000002,P,4,0,18,0,25,0,0,0,0,0
6665.0,7489.0,-0.0010999999999999981,N,4,0,18,0,25,0,0,0,0,1
6665.0,7252.0,-0.009099999999999999,N,4,0,18,0,25,1,0,0,0,2
6665.0,721.0,0.037200000000000004,P,4,0,18,0,25,6,0,33,2,17
4382.0,7139.0,0.014900000000000002,P,0,0,0,0,2,0,0,0,0,0
4382.0,7593.0,0.004999999999999999,P,0,0,0,0,2,0,0,0,0,0
7504.0,2757.0,0.02,P,0,0,0,0,4,1,0,5,0,3
7504.0,5307.0,0.017599999999999998,P,0,0,0,0,4,3,5,8,2,9
7504.0,5686.0,0.0375,P,0,0,0,0,4,0,0,0,0,2
7504.0,7605.0,0.028500000000000004,P,0,0,0,0,4,0,1,1,0,9
8172.0,4652.0,-0.015499999999999995,N,0,0,0,0,1,0,0,1,0,3
7155.0,6487.0,0.027800000000000002,P,0,0,0,0,3,0,0,1,0,2
7155.0,6308.0,0.059199999999999996,P,0,0,0,0,3,0,1,1,1,3
7155.0,7265.0,0.031,P,0,0,0,0,3,1,1,4,1,8
5989.0,8636.0,0.0166,P,4,1,7,1,15,0,0,1,0,0
5989.0,4010.0,0.013800000000000002,P,4,1,7,1,15,0,0,1,0,4
5989.0,3044.0,0.013800000000000002,P,4,1,7,1,15,0,0,0,0,0
5989.0,7153.0,0.0131,P,4,1,7,1,15,0,0,9,0,12
5989.0,8830.0,0.0242,P,4,1,7,1,15,0,0,0,0,1
5989.0,7098.0,0.0211,P,4,1,7,1,15,0,0,4,0,6
5989.0,8742.0,0.0094,P,4,1,7,1,15,1,0,10,0,3
5989.0,8222.0,0.012199999999999999,P,4,1,7,1,15,0,0,0,0,0
5989.0,6962.0,0.0082,P,4,1,7,1,15,6,0,7,0,8
5989.0,8724.0,0.0167,P,4,1,7,1,15,0,0,0,0,0
5989.0,7069.0,-0.0033,N,4,1,7,1,15,1,0,2,0,10
5989.0,7198.0,0.0206,P,4,1,7,1,15,0,3,2,0,2
5989.0,7648.0,0.015099999999999999,P,4,1,7,1,15,0,0,3,0,1
5989.0,8063.0,0.0211,P,4,1,7,1,15,0,0,0,0,1
5989.0,5988.0,0.0416,P,4,1,7,1,15,0,0,0,0,0
5989.0,6170.0,0.0211,P,4,1,7,1,15,0,0,1,0,6
5989.0,9209.0,-0.010499999999999999,N,4,1,7,1,15,0,0,0,0,0
5989.0,1426.0,0.0188,P,4,1,7,1,15,0,3,3,0,0
5989.0,8609.0,0.0211,P,4,1,7,1,15,0,0,0,0,0
5989.0,2814.0,-0.0045000000000000005,N,4,1,7,1,15,0,1,1,1,13
5989.0,2915.0,0.013800000000000002,P,4,1,7,1,15,0,0,0,0,7
5989.0,7661.0,0.0006999999999999992,P,4,1,7,1,15,0,0,0,0,0
5989.0,7967.0,0.0147,P,4,1,7,1,15,0,0,0,0,1
5989.0,4340.0,0.0144,P,4,1,7,1,15,0,0,0,0,0
5989.0,1749.0,0.0211,P,4,1,7,1,15,0,0,0,0,4
5989.0,7264.0,-0.008899999999999998,N,4,1,7,1,15,8,0,22,0,13
7124.0,6960.0,0.0432,P,0,0,1,0,2,3,0,23,0,20
7124.0,7589.0,0.0324,P,0,0,1,0,2,0,0,3,0,1
7124.0,6011.0,0.0649,P,0,0,1,0,2,0,0,1,0,5
7589.0,8626.0,0.055600000000000004,P,0,0,3,0,1,0,0,0,0,0
7589.0,5736.0,0.0705,P,0,0,3,0,1,1,0,2,0,6
7589.0,518.0,0.035199999999999995,P,0,0,3,0,1,0,0,1,0,6
7589.0,4844.0,0.0526,P,0,0,3,0,1,0,0,1,0,2
2182.0,8189.0,-0.0211,N,5,5,18,3,16,0,0,0,0,0
2182.0,7411.0,-0.0513,N,5,5,18,3,16,1,0,1,0,4
2182.0,7125.0,0.020300000000000002,P,5,5,18,3,16,0,0,4,0,2
2182.0,8533.0,-0.004800000000000002,N,5,5,18,3,16,0,0,0,0,0
2182.0,3711.0,0.018600000000000002,P,5,5,18,3,16,18,18,87,13,34
2182.0,1931.0,0.0293,P,5,5,18,3,16,0,0,0,0,5
2182.0,3006.0,-0.0059000000000000025,N,5,5,18,3,16,0,0,0,0,1
2182.0,1094.0,0.0227,P,5,5,18,3,16,0,0,0,0,1
2182.0,6968.0,0.0511,P,5,5,18,3,16,0,0,13,0,9
2182.0,4773.0,0.06,P,5,5,18,3,16,1,1,18,2,13
2182.0,9079.0,0.0158,P,5,5,18,3,16,0,0,0,0,0
2182.0,5276.0,0.0087,P,5,5,18,3,16,0,0,4,0,11
2182.0,4304.0,-0.01215,N,5,5,18,3,16,4,0,10,0,7
2182.0,7869.0,-0.0027000000000000023,N,5,5,18,3,16,0,0,0,0,0
2182.0,7323.0,-0.005900000000000001,N,5,5,18,3,16,1,0,1,0,1
2182.0,1522.0,0.0744,P,5,5,18,3,16,0,0,2,0,3
2182.0,3420.0,0.0492,P,5,5,18,3,16,0,0,0,0,0
2182.0,2718.0,-0.010499999999999999,N,5,5,18,3,16,36,11,181,4,34
2182.0,6296.0,-0.034499999999999996,N,5,5,18,3,16,0,0,0,0,0
2182.0,9322.0,0.0252,P,5,5,18,3,16,0,0,0,0,0
2182.0,2076.0,0.0156,P,5,5,18,3,16,0,0,2,2,31
2182.0,8169.0,-0.041299999999999996,N,5,5,18,3,16,0,0,0,0,0
2182.0,7776.0,0.023100000000000002,P,5,5,18,3,16,0,0,1,0,0
2182.0,3799.0,0.0744,P,5,5,18,3,16,1,0,7,0,10
2182.0,7819.0,-0.029699999999999997,N,5,5,18,3,16,0,0,0,0,1
2182.0,6890.0,0.0208,P,5,5,18,3,16,0,0,0,0,0
2182.0,8950.0,0.0236,P,5,5,18,3,16,0,0,0,0,0
2182.0,8707.0,0.0248,P,5,5,18,3,16,0,0,0,0,0
2182.0,1880.0,0.0109,P,5,5,18,3,16,1,0,21,0,5
2182.0,2928.0,0.0431,P,5,5,18,3,16,0,0,0,0,1
2182.0,7033.0,0.0744,P,5,5,18,3,16,6,5,8,1,6
2182.0,5275.0,0.057699999999999994,P,5,5,18,3,16,0,1,2,0,1
2182.0,2136.0,-0.0028,N,5,5,18,3,16,7,5,15,2,8
2182.0,1076.0,0.023100000000000002,P,5,5,18,3,16,0,0,0,0,2
2182.0,9184.0,-0.011,N,5,5,18,3,16,0,0,0,0,0
2182.0,7514.0,0.1,P,5,5,18,3,16,0,0,0,0,0
2182.0,8027.0,-0.003300000000000001,N,5,5,18,3,16,0,0,0,0,0
4332.0,4697.0,-0.0091,N,0,0,0,0,3,1,0,0,0,4
4332.0,3286.0,0.0262,P,0,0,0,0,3,0,0,4,0,0
4332.0,6287.0,0.0315,P,0,0,0,0,3,0,0,2,0,2
7457.0,7129.0,0.1,P,0,0,0,1,3,0,5,1,2,4
7457.0,7655.0,-0.0047,N,0,0,0,1,3,1,0,0,0,1
7457.0,7452.0,-0.0067,N,0,0,0,1,3,0,0,0,0,0
7457.0,5863.0,0.006000000000000001,P,0,0,0,1,3,0,0,3,0,3
7092.0,1864.0,-0.000499999999999999,N,0,0,0,0,1,0,0,0,0,7
10.0,451.0,0.012750000000000001,P,2,1,33,0,28,1,0,4,0,8
10.0,4364.0,0.06720000000000001,P,2,1,33,0,28,0,0,0,0,11
10.0,3458.0,0.0289,P,2,1,33,0,28,1,0,1,0,5
10.0,605.0,0.027500000000000004,P,2,1,33,0,28,2,11,25,1,3
10.0,2434.0,0.0368,P,2,1,33,0,28,7,0,48,0,0
10.0,8086.0,0.0381,P,2,1,33,0,28,0,0,0,0,0
10.0,5100.0,0.026600000000000002,P,2,1,33,0,28,0,0,0,0,2
10.0,407.0,0.0217,P,2,1,33,0,28,0,0,0,0,0
10.0,337.0,0.0293,P,2,1,33,0,28,0,1,22,0,2
10.0,320.0,0.040600000000000004,P,2,1,33,0,28,0,0,2,0,0
10.0,1349.0,0.029099999999999997,P,2,1,33,0,28,0,0,0,0,1
10.0,2905.0,0.0081,P,2,1,33,0,28,0,0,0,0,0
10.0,1214.0,0.0314,P,2,1,33,0,28,0,1,9,0,0
10.0,31.0,0.007299999999999998,P,2,1,33,0,28,1,0,19,0,1
10.0,2360.0,0.0125,P,2,1,33,0,28,1,2,5,0,2
10.0,77.0,-0.0137,N,2,1,33,0,28,0,0,0,0,0
10.0,1401.0,0.028499999999999998,P,2,1,33,0,28,0,0,0,0,2
10.0,195.0,0.0234,P,2,1,33,0,28,0,6,0,2,0
10.0,2695.0,0.036699999999999997,P,2,1,33,0,28,0,0,0,0,0
10.0,1594.0,-0.0085,N,2,1,33,0,28,0,0,0,0,0
10.0,69.0,-0.0032,N,2,1,33,0,28,4,3,49,2,2
10.0,2115.0,0.026600000000000002,P,2,1,33,0,28,0,0,0,0,0
10.0,453.0,0.0325,P,2,1,33,0,28,7,0,27,1,3
10.0,1763.0,0.0225,P,2,1,33,0,28,1,0,7,0,1
10.0,7295.0,0.027000000000000003,P,2,1,33,0,28,0,0,0,0,5
10.0,7.0,0.0324,P,2,1,33,0,28,3,2,16,0,12
10.0,512.0,0.0107,P,2,1,33,0,28,1,0,7,0,0
10.0,720.0,0.027200000000000002,P,2,1,33,0,28,4,4,13,3,2
10.0,2408.0,0.0109,P,2,1,33,0,28,0,0,0,0,0
10.0,722.0,0.0293,P,2,1,33,0,28,5,13,45,1,9
10.0,843.0,0.019,P,2,1,33,0,28,2,1,8,0,9
10.0,460.0,0.0078,P,2,1,33,0,28,28,0,38,0,7
10.0,1106.0,0.039400000000000004,P,2,1,33,0,28,0,1,2,0,0
10.0,1620.0,0.0538,P,2,1,33,0,28,0,0,4,1,5
10.0,339.0,0.0184,P,2,1,33,0,28,0,3,1,2,0
10.0,1458.0,0.0328,P,2,1,33,0,28,3,0,15,0,0
10.0,854.0,0.026500000000000003,P,2,1,33,0,28,0,5,4,0,5
10.0,1227.0,0.0007000000000000006,P,2,1,33,0,28,1,0,1,0,0
10.0,1226.0,0.0329,P,2,1,33,0,28,0,1,1,0,2
10.0,493.0,0.0154,P,2,1,33,0,28,2,0,22,0,2
10.0,3515.0,-0.007499999999999998,N,2,1,33,0,28,0,0,0,0,0
10.0,1367.0,0.013000000000000001,P,2,1,33,0,28,0,0,6,0,1
10.0,864.0,0.032600000000000004,P,2,1,33,0,28,0,0,2,0,2
10.0,2469.0,0.042499999999999996,P,2,1,33,0,28,0,0,0,0,0
10.0,2666.0,0.0218,P,2,1,33,0,28,1,0,9,0,1
10.0,1460.0,0.007249999999999998,P,2,1,33,0,28,3,0,1,0,3
10.0,1413.0,0.013900000000000001,P,2,1,33,0,28,0,0,9,0,0
10.0,7080.0,0.0027,P,2,1,33,0,28,0,0,0,0,0
10.0,2888.0,0.0426,P,2,1,33,0,28,1,0,5,0,1
7481.0,3054.0,-0.016300000000000002,N,1,0,7,1,10,2,0,14,0,12
7481.0,4846.0,0.0506,P,1,0,7,1,10,1,3,3,2,18
7481.0,8776.0,0.003199999999999999,P,1,0,7,1,10,0,0,0,0,0
7481.0,5097.0,0.0185,P,1,0,7,1,10,0,0,1,0,6
7481.0,8788.0,0.0444,P,1,0,7,1,10,0,0,0,0,0
7481.0,9114.0,0.0193,P,1,0,7,1,10,0,0,0,0,0
7481.0,7562.0,0.0333,P,1,0,7,1,10,0,0,0,0,4
7481.0,8762.0,0.034100000000000005,P,1,0,7,1,10,0,0,0,0,1
7481.0,8207.0,-0.036199999999999996,N,1,0,7,1,10,0,0,0,0,0
7481.0,8298.0,0.0524,P,1,0,7,1,10,0,0,0,0,0
7481.0,7182.0,0.008100000000000001,P,1,0,7,1,10,0,0,0,0,1
7481.0,8875.0,0.0474,P,1,0,7,1,10,0,0,0,0,0
7481.0,6962.0,0.0455,P,1,0,7,1,10,6,0,7,0,8
7481.0,5686.0,-0.0254,N,1,0,7,1,10,0,0,0,0,2
7481.0,7131.0,0.0348,P,1,0,7,1,10,0,0,1,0,2
7481.0,4533.0,0.0434,P,1,0,7,1,10,1,0,10,0,2
7211.0,6303.0,0.059199999999999996,P,1,0,1,0,3,0,0,8,0,7
7211.0,7711.0,0.0429,P,1,0,1,0,3,0,0,4,0,5
7211.0,5082.0,0.0744,P,1,0,1,0,3,0,0,0,0,4
7211.0,7161.0,0.0744,P,1,0,1,0,3,1,0,4,0,7
7211.0,5121.0,0.0726,P,1,0,1,0,3,1,0,1,0,8
2238.0,4075.0,0.040600000000000004,P,1,0,16,0,12,1,0,15,0,16
2238.0,125.0,0.031,P,1,0,16,0,12,2,4,12,1,6
2238.0,7297.0,0.0171,P,1,0,16,0,12,0,0,8,0,1
2238.0,2458.0,0.016499999999999997,P,1,0,16,0,12,0,0,2,1,4
2238.0,5839.0,0.0273,P,1,0,16,0,12,8,4,4,2,25
2238.0,6287.0,0.073,P,1,0,16,0,12,0,0,2,0,2
2238.0,7050.0,0.027200000000000002,P,1,0,16,0,12,0,0,8,0,2
2238.0,5069.0,0.09559999999999999,P,1,0,16,0,12,0,0,0,0,2
2238.0,7789.0,0.0305,P,1,0,16,0,12,0,0,0,0,0
2238.0,7711.0,0.0429,P,1,0,16,0,12,0,0,4,0,5
2238.0,4032.0,0.0173,P,1,0,16,0,12,0,4,6,1,10
2238.0,3922.0,0.036699999999999997,P,1,0,16,0,12,1,1,5,0,3
2238.0,275.0,0.028399999999999998,P,1,0,16,0,12,11,0,54,1,4
2238.0,7421.0,0.0097,P,1,0,16,0,12,1,0,0,0,1
2238.0,7213.0,0.059199999999999996,P,1,0,16,0,12,0,0,2,0,3
2238.0,3036.0,0.027200000000000002,P,1,0,16,0,12,2,0,6,0,10
2238.0,5223.0,0.0030000000000000005,P,1,0,16,0,12,0,0,0,0,0
2238.0,1413.0,0.031,P,1,0,16,0,12,0,0,9,0,0
2238.0,4253.0,0.0198,P,1,0,16,0,12,0,6,1,2,6
2238.0,1476.0,0.0324,P,1,0,16,0,12,2,2,11,0,14
2238.0,5991.0,0.0091,P,1,0,16,0,12,0,0,0,0,0
2238.0,5323.0,0.0112,P,1,0,16,0,12,0,1,3,0,6
2238.0,7689.0,0.0106,P,1,0,16,0,12,0,0,0,0,0
2238.0,1765.0,0.0152,P,1,0,16,0,12,4,0,29,0,11
2238.0,4313.0,0.048299999999999996,P,1,0,16,0,12,0,1,0,0,1
7436.0,3976.0,0.0455,P,0,0,0,0,2,2,0,24,0,6
7436.0,6069.0,0.013300000000000001,P,0,0,0,0,2,2,0,17,0,8
2757.0,3147.0,0.1,P,1,0,5,0,3,0,0,1,0,1
2757.0,8241.0,0.010100000000000001,P,1,0,5,0,3,0,0,0,0,0
2757.0,6954.0,0.001100000000000001,P,1,0,5,0,3,1,0,5,0,3
2757.0,3144.0,0.056100000000000004,P,1,0,5,0,3,0,0,1,0,1
2757.0,6287.0,0.07490000000000001,P,1,0,5,0,3,0,0,2,0,2
2757.0,7408.0,0.023799999999999998,P,1,0,5,0,3,0,2,0,0,1
2757.0,5265.0,0.059199999999999996,P,1,0,5,0,3,1,0,2,0,2
7323.0,4113.0,0.0024999999999999996,P,1,0,1,0,1,4,2,9,2,11
7323.0,7033.0,0.010499999999999999,P,1,0,1,0,1,6,5,8,1,6
2985.0,3160.0,-0.0007000000000000006,N,0,0,2,0,8,1,0,1,0,7
2985.0,3044.0,0.0391,P,0,0,2,0,8,0,0,0,0,0
2985.0,2601.0,0.029699999999999997,P,0,0,2,0,8,0,3,9,0,2
2985.0,1626.0,0.019950000000000002,P,0,0,2,0,8,1,0,5,0,9
2985.0,5064.0,0.0222,P,0,0,2,0,8,2,0,18,0,10
2985.0,7951.0,0.059199999999999996,P,0,0,2,0,8,1,3,3,2,6
2985.0,5488.0,0.028499999999999998,P,0,0,2,0,8,0,0,15,0,13
2985.0,1399.0,0.0166,P,0,0,2,0,8,0,0,0,0,5
2985.0,8931.0,0.0666,P,0,0,2,0,8,0,0,0,0,0
2985.0,6976.0,0.0744,P,0,0,2,0,8,0,0,2,0,4
7213.0,6830.0,-0.004200000000000001,N,0,0,2,0,3,0,0,0,0,0
7213.0,7775.0,0.0312,P,0,0,2,0,3,0,0,0,0,1
7213.0,7934.0,0.0218,P,0,0,2,0,3,0,0,0,0,0
7213.0,2105.0,0.014099999999999998,P,0,0,2,0,3,0,0,7,0,6
7982.0,4429.0,0.036699999999999997,P,0,0,2,0,0,2,0,14,0,12
5222.0,7444.0,0.01,P,1,2,11,0,14,1,0,6,0,1
5222.0,7129.0,0.0492,P,1,2,11,0,14,0,5,1,2,4
5222.0,6580.0,-0.0152,N,1,2,11,0,14,0,0,0,0,0
5222.0,6246.0,0.0744,P,1,2,11,0,14,0,0,3,0,4
